year,agency_code,pct_eds,pct_eds_masking
2019,900372,41.7,
2019,900376,5,2
2019,900377,5.1,
2019,900378,6,
2019,900380,12.2,
2019,900384,35,
2019,900388,53.2,
2019,900391,5,2
2019,900392,39.4,
2019,900393,5,2
2019,900LEA,26.2,
2019,90A000,9.8,
2019,90B000,5,2
2019,90C000,28.1,
2019,910304,58.4,
2019,910308,67.6,
2019,910311,72.7,
2019,910314,65.9,
2019,910316,71.7,
2019,910340,75.1,
2019,910346,65.3,
2019,910356,82.5,
2019,910360,76.5,
2019,910368,67,
2019,910370,57.7,
2019,910376,73.1,
2019,910380,57.4,
2019,910382,27.8,
2019,910384,45.5,
2019,910LEA,64.7,
2019,91A000,13.6,
2019,91B000,37,
2019,920302,60.4,
2019,920303,24.1,
2019,920304,45.8,
2019,920306,19.5,
2019,920307,10.4,
2019,920308,26.2,
2019,920312,18.3,
2019,920315,13.1,
2019,920316,13.9,
2019,920317,7.7,
2019,920318,37.6,
2019,920320,60.8,
2019,920324,77.6,
2019,920325,32.1,
2019,920326,55.7,
2019,920327,27,
2019,920328,20.6,
2019,920329,76.3,
2019,920332,64.1,
2019,920334,29.4,
2019,920336,74.8,
2019,920340,41,
2019,920342,32.3,
2019,920344,38,
2019,920348,26.8,
2019,920349,48.8,
2019,920351,32.5,
2019,920352,81.2,
2019,920356,37.8,
2019,920358,20.8,
2019,920360,46.9,
2019,920362,63.8,
2019,920364,36.9,
2019,920368,28.6,
2019,920369,10.1,
2019,920370,53.5,
2019,920376,36.8,
2019,920380,40,
2019,920381,78.6,
2019,920384,73.3,
2019,920386,5,2
2019,920388,31.3,
2019,920390,5,2
2019,920391,8.3,
2019,920393,61.4,
2019,920394,48.4,
2019,920396,32.9,
2019,920398,45.2,
2019,920399,45.3,
2019,920400,39.9,
2019,920402,33.3,
2019,920403,76.5,
2019,920404,60.3,
2019,920408,68.9,
2019,920410,71.4,
2019,920411,54.8,
2019,920412,26.1,
2019,920413,60.9,
2019,920414,31.6,
2019,920415,75.6,
2019,920416,40.2,
2019,920417,44.2,
2019,920420,35.7,
2019,920424,39.7,
2019,920428,24.4,
2019,920436,40.5,
2019,920438,84,
2019,920439,7,
2019,920440,60.2,
2019,920441,7.5,
2019,920442,28.3,
2019,920443,5,2
2019,920444,11.4,
2019,920445,18.8,
2019,920446,71.9,
2019,920447,14.7,
2019,920448,30.9,
2019,920449,17.5,
2019,920450,24.3,
2019,920451,35.3,
2019,920452,21.5,
2019,920453,9.9,
2019,920454,17.2,
2019,920455,11.7,
2019,920456,24.5,
2019,920457,8.3,
2019,920458,20.4,
2019,920459,13.6,
2019,920460,42,
2019,920464,70.5,
2019,920466,51.3,
2019,920467,13.3,
2019,920468,22.6,
2019,920469,26.5,
2019,920470,35.8,
2019,920471,29.2,
2019,920472,28.9,
2019,920473,15.9,
2019,920474,50.2,
2019,920476,52.2,
2019,920480,63.4,
2019,920484,19.6,
2019,920488,54.5,
2019,920492,27.9,
2019,920494,24.2,
2019,920495,22.9,
2019,920496,75.5,
2019,920500,30.6,
2019,920501,6.1,
2019,920502,6.8,
2019,920504,6.8,
2019,920506,29.7,
2019,920508,77,
2019,920512,50.8,
2019,920514,26.7,
2019,920516,41.7,
2019,920518,35.3,
2019,920520,32.8,
2019,920521,15.8,
2019,920522,19.9,
2019,920523,8.3,
2019,920524,21.8,
2019,920525,35.2,
2019,920526,7.2,
2019,920528,69.4,
2019,920529,14.5,
2019,920530,26.7,
2019,920531,11.6,
2019,920532,65,
2019,920533,40.4,
2019,920536,49.7,
2019,920540,36,
2019,920542,56,
2019,920543,47.8,
2019,920544,32,
2019,920545,27.5,
2019,920546,39.6,
2019,920547,82.1,
2019,920548,20.4,
2019,920549,66.3,
2019,920550,28.1,
2019,920551,21.3,
2019,920552,30.7,
2019,920554,31,
2019,920556,33.3,
2019,920557,5,
2019,920560,77.1,
2019,920561,58.2,
2019,920562,58.9,
2019,920564,30.5,
2019,920568,39.9,
2019,920569,11.1,
2019,920570,39.3,
2019,920571,20.2,
2019,920572,22.9,
2019,920576,34.1,
2019,920580,60.3,
2019,920581,37.5,
2019,920582,15.8,
2019,920583,28.3,
2019,920584,48.4,
2019,920585,39.8,
2019,920586,35.6,
2019,920588,23.5,
2019,920592,39.7,
2019,920593,42.8,
2019,920594,18.5,
2019,920595,26.3,
2019,920596,32.5,
2019,920597,72.3,
2019,920598,25.1,
2019,920599,70.5,
2019,920600,47.2,
2019,920601,60.2,
2019,920604,22.1,
2019,920606,21.4,
2019,920607,24,
2019,920608,46.9,
2019,920614,5.8,
2019,920616,74.9,
2019,920618,63.5,
2019,920620,36,
2019,920624,21.5,
2019,920626,50.2,
2019,920628,43.2,
2019,920632,65.4,
2019,920636,59.8,
2019,920LEA,32.1,
2019,92B000,5,2
2019,92D000,5,2
2019,92E000,5,2
2019,92F000,5,2
2019,92G000,7.4,
2019,92K000,5,2
2019,92L000,50.3,
2019,92M000,74.7,
2019,92N000,5,2
2019,92P000,5,2
2019,92Q000,48.5,
2019,92R000,7.4,
2019,92S000,5,2
2019,92T000,5.5,
2019,92U000,6.8,
2019,92V000,10.8,
2019,92W000,14.1,
2019,92Y000,5,2
2019,930330,65.4,
2019,930340,53.2,
2019,930344,65.6,
2019,930348,59.7,
2019,930352,46.6,
2019,930354,63.2,
2019,930360,36,
2019,930700,36.8,
2019,930LEA,55.3,
2019,93A000,65,
2019,93J000,47.1,
2019,93L000,38.5,
2019,93M000,7.6,
2019,93N000,5,2
2019,93P000,22.5,
2019,93R000,5.1,
2019,940306,53.5,
2019,940314,71.3,
2019,940316,63.1,
2019,940328,63.5,
2019,940330,28.6,
2019,940LEA,64.6,
2019,94Z000,25,
2019,950308,54.2,
2019,950312,19.8,
2019,950316,48.6,
2019,950320,56.5,
2019,950322,36.6,
2019,950324,59.6,
2019,950328,32.3,
2019,950332,33.8,
2019,950336,22.8,
2019,950338,30.6,
2019,950LEA,34.6,
2019,95A000,13.3,
2019,960312,84.4,
2019,960314,85.4,
2019,960316,79.3,
2019,960318,91.4,
2019,960324,42.1,
2019,960326,94.8,
2019,960329,73.1,
2019,960330,52.3,
2019,960331,65.3,
2019,960332,65.6,
2019,960334,57.6,
2019,960335,90.6,
2019,960336,66.8,
2019,960338,57.9,
2019,960340,57.2,
2019,960344,43.2,
2019,960348,71.9,
2019,960360,53.8,
2019,960370,47.2,
2019,960372,48.9,
2019,960374,53.4,
2019,960380,67.3,
2019,960382,72.7,
2019,960386,62.3,
2019,960387,65.2,
2019,960388,54.7,
2019,960390,92.1,
2019,960450,50.7,
2019,960454,51.2,
2019,960488,89,
2019,960490,55.7,
2019,960700,25.9,
2019,960LEA,63.4,
2019,96C000,89.1,
2019,96F000,32.9,
2019,970308,63.8,
2019,970310,32.2,
2019,970312,46.9,
2019,970315,40.6,
2019,970320,41.3,
2019,970322,30,
2019,970337,39.5,
2019,970340,48.3,
2019,970344,34.1,
2019,970348,40.7,
2019,970352,48.2,
2019,970356,46.6,
2019,970358,38,
2019,970360,59.8,
2019,970368,35.1,
2019,970370,26.5,
2019,970376,52.2,
2019,970388,36.3,
2019,970389,36.4,
2019,970390,45.3,
2019,970392,32.5,
2019,970393,27.9,
2019,970LEA,40.4,
2019,97D000,41.6,
2019,980306,66.7,
2019,980308,78.8,
2019,980317,63.3,
2019,980318,24.1,
2019,980320,41.9,
2019,980324,18.5,
2019,980336,15.1,
2019,980338,24.9,
2019,980340,41.6,
2019,980342,17.6,
2019,980344,51,
2019,980348,46.8,
2019,980352,45,
2019,980356,78.5,
2019,980357,84.4,
2019,980360,20.4,
2019,980364,22.8,
2019,980380,33.9,
2019,980384,14.5,
2019,980388,45.5,
2019,980390,19.9,
2019,980392,46.9,
2019,980396,51.7,
2019,980397,30.3,
2019,980398,5,2
2019,980400,68.7,
2019,980LEA,35.2,
2019,98A000,61.1,
2019,98B000,7.9,
2019,990304,63.3,
2019,990308,64,
2019,990312,62.7,
2019,990316,51.8,
2019,990320,26.1,
2019,990321,54.8,
2019,990322,44.5,
2019,990324,75.8,
2019,990325,62.8,
2019,990326,52.7,
2019,990328,67.1,
2019,990332,54.3,
2019,990336,75.7,
2019,990340,86.8,
2019,990LEA,58.7,
2019,995304,58.6,
2019,995312,61.5,
2019,995316,52.7,
2019,995320,45,
2019,995324,46.3,
2019,995328,55.4,
2019,995330,43.1,
2019,995336,58.2,
2019,995LEA,50.9,
2019,NC-SEA,46.5,
